source	name	smiles	can_smi	can_taut	can_taut_strip_stereo	InChI	InChIKey	Molecular_Weight	Molecular_Formula	CanonicalTautomer	NumberOfTautomers
Schrodinger anionic salt	# Salicylic acid	[O-]C(c1ccccc1O)=O	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	YGSDEFSMJLZEOE-UHFFFAOYSA-N	138.12074	C7H6O3		
Schrodinger anionic salt	# Suberic acid*	O=C(CCCCCCC(O)=O)O	OC(=O)CCCCCCC(=O)O	OC(=O)CCCCCCC(=O)O	OC(=O)CCCCCCC(=O)O	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)	TYFQFVWCELRYAO-UHFFFAOYSA-N	174.19436	C8H14O4		
Schrodinger anionic salt	# Succinic acid	O=C(CCC(O)=O)O	OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	KDYFGRWQOYBRFD-UHFFFAOYSA-N	118.08804	C4H6O4		
Schrodinger anionic salt	# Succinic acid	[O-]C(CCC(O)=O)=O	OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	KDYFGRWQOYBRFD-UHFFFAOYSA-N	118.08804	C4H6O4		
Schrodinger anionic salt	# Sulfamic acid*	O=S(N)(O)=O	NS(=O)(=O)O	NS(=O)(=O)O	NS(=O)(=O)O	InChI=1S/H3NO3S/c1-5(2,3)4/h(H3,1,2,3,4)	IIACRCGMVDHOTQ-UHFFFAOYSA-N	97.09371	H3NO3S		
Schrodinger anionic salt	# Sulfanilic acid	Nc1ccc(S(O)(=O)=O)cc1	Nc1ccc(cc1)S(=O)(=O)O	Nc1ccc(cc1)S(=O)(=O)O	Nc1ccc(cc1)S(=O)(=O)O	InChI=1S/C6H7NO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H,8,9,10)	HVBSAKJJOYLTQU-UHFFFAOYSA-N	173.18968	C6H7NO3S		
Schrodinger anionic salt	# Sulfuric acid	O=S(O)(O)=O	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	98.07847	H2O4S		
Schrodinger anionic salt	# Sulfuric acid	[O-]S(O)(=O)=O	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	98.07847	H2O4S		
Schrodinger anionic salt	# Sulfuric acid	[O-]S(=O)(=O)[O-]	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	98.07847	H2O4S		
Schrodinger anionic salt	# Sulfuric acid	O=S(O)(O)=O	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	98.07847	H2O4S		
Schrodinger anionic salt	# Sulfuric acid	[O-][S+](=O)([O-])[O-]	[O-][S+](=O)([O-])[O-]	[O-][S+](=O)([O-])[O-]	[O-][S+](=O)([O-])[O-]	InChI=1S/O4S/c1-5(2,3)4/q-2	BSCPGUPCDVOQCX-UHFFFAOYSA-N	96.06259	O4S		
Schrodinger anionic salt	# Sulfuric acid	[O-][S+](O)(=O)[O-]	O[S+](=O)([O-])[O-]	O[S+](=O)([O-])[O-]	O[S+](=O)([O-])[O-]	InChI=1S/HO4S/c1-5(2,3)4/h(H-2,1,2,3,4)/q-1	HDZCBLOVUJUUFX-UHFFFAOYSA-N	97.07053	HO4S		
Schrodinger anionic salt	# Tartaric acid	[O-]C(C(C(C(O)=O)O)O)=O	OC(C(O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)	FEWJPZIEWOKRBE-UHFFFAOYSA-N	150.08684	C4H6O6		
Schrodinger anionic salt	# Tartaric acid	O=C(C(C(C(O)=O)O)O)O	OC(C(O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)	FEWJPZIEWOKRBE-UHFFFAOYSA-N	150.08684	C4H6O6		
Schrodinger anionic salt	# Tartaric acid	O=C([C@@H]([C@H](C(O)=O)O)O)O	O[C@H]([C@@H](O)C(=O)O)C(=O)O	O[C@H]([C@@H](O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)	FEWJPZIEWOKRBE-UHFFFAOYSA-N	150.08684	C4H6O6		
Schrodinger anionic salt	# Tartaric acid	O=C([C@H]([C@@H](C(O)=O)O)O)O	O[C@@H]([C@H](O)C(=O)O)C(=O)O	O[C@@H]([C@H](O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)	FEWJPZIEWOKRBE-UHFFFAOYSA-N	150.08684	C4H6O6		
Schrodinger anionic salt	# Tartaric acid	O=C([C@H]([C@H](C(O)=O)O)O)O	O[C@H]([C@H](O)C(=O)O)C(=O)O	O[C@H]([C@H](O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)	FEWJPZIEWOKRBE-UHFFFAOYSA-N	150.08684	C4H6O6		
Schrodinger anionic salt	# Tartaric acid	[O-]C([C@@H]([C@H](C(O)=O)O)O)=O	O[C@H]([C@@H](O)C(=O)O)C(=O)O	O[C@H]([C@@H](O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)	FEWJPZIEWOKRBE-UHFFFAOYSA-N	150.08684	C4H6O6		
Schrodinger anionic salt	# Tetrafluroborate	F[B-](F)(F)F	F[B-](F)(F)F	F[B-](F)(F)F	F[B-](F)(F)F	InChI=1S/BF4/c2-1(3,4)5/q-1	ODGCEQLVLXJUCC-UHFFFAOYSA-N	86.80461	BF4		
Schrodinger anionic salt	# p-toluenesulfonic acid	Cc1ccc(S(O)(=O)=O)cc1	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	InChI=1S/C7H8O3S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H,8,9,10)	JOXIMZWYDAKGHI-UHFFFAOYSA-N	172.20162	C7H8O3S		
Schrodinger anionic salt	# p-toluenesulfonic acid	Cc1ccc(S(=O)(=O)[O-])cc1	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	InChI=1S/C7H8O3S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H,8,9,10)	JOXIMZWYDAKGHI-UHFFFAOYSA-N	172.20162	C7H8O3S		
Schrodinger anionic salt	# p-toluenesulfonic acid	Cc1ccc([S+](=O)([O-])[O-])cc1	Cc1ccc(cc1)[S+](=O)([O-])[O-]	Cc1ccc(cc1)[S+](=O)([O-])[O-]	Cc1ccc(cc1)[S+](=O)([O-])[O-]	InChI=1S/C7H7O3S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3/q-1	ZTNUKODMPIXUMW-UHFFFAOYSA-N	171.19368	C7H7O3S		
Schrodinger anionic salt	# TFA	O=C(O)C(F)(F)F	OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)	DTQVDTLACAAQTR-UHFFFAOYSA-N	114.02334	C2HF3O2		
Schrodinger anionic salt	# TFA	[O-]C(C(F)(F)F)=O	OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)	DTQVDTLACAAQTR-UHFFFAOYSA-N	114.02334	C2HF3O2		
Schrodinger anionic salt	# Thiocyanate	SC#N	SC#N	SC#N	SC#N	InChI=1S/CHNS/c2-1-3/h3H	ZMZDMBWJUHKJPS-UHFFFAOYSA-N	59.09034	CHNS		
Schrodinger anionic salt	# Thiocyanate	S=C=[N-]	N=C=S	N=C=S	N=C=S	InChI=1S/CHNS/c2-1-3/h2H	GRHBQAYDJPGGLF-UHFFFAOYSA-N	59.09034	CHNS		
Schrodinger anionic salt	# Thiocyanate	[S-]C#N	SC#N	SC#N	SC#N	InChI=1S/CHNS/c2-1-3/h3H	ZMZDMBWJUHKJPS-UHFFFAOYSA-N	59.09034	CHNS		
Schrodinger cationic salt	# Ammonia	[NH4+]	[NH4+]	[NH4+]	[NH4+]	InChI=1S/H3N/h1H3/p+1	QGZKDVFQNNGYKY-UHFFFAOYSA-O	18.03846	H4N		
Schrodinger cationic salt	# Ammonia	N	N	N	N	InChI=1S/H3N/h1H3	QGZKDVFQNNGYKY-UHFFFAOYSA-N	17.03052	H3N		
Schrodinger cationic salt	# Arginine	O=C(C(CCCNC(N)=N)N)O	NC(CCCNC(=N)N)C(=O)O	NC(CCCN=C(N)N)C(=O)O	NC(CCCN=C(N)N)C(=O)O	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	ODKSFYDXXFIFQN-UHFFFAOYSA-N	174.20095	C6H14N4O2	Yes	3
Schrodinger cationic salt	# Cyclopropylamine	NC1CC1	NC1CC1	NC1CC1	NC1CC1	InChI=1S/C3H7N/c4-3-1-2-3/h3H,1-2,4H2	HTJDQJBWANPRPF-UHFFFAOYSA-N	57.09438	C3H7N		
Schrodinger cationic salt	# Diaminopropane	NCCCN	NCCCN	NCCCN	NCCCN	InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2	XFNJVJPLKCPIBV-UHFFFAOYSA-N	74.1249	C3H10N2		
Schrodinger cationic salt	# N.N'-dimethylpiperazine	N1(CCN(C)CC1)C	CN1CCN(C)CC1	CN1CCN(C)CC1	CN1CCN(C)CC1	InChI=1S/C6H14N2/c1-7-3-5-8(2)6-4-7/h3-6H2,1-2H3	RXYPXQSKLGGKOL-UHFFFAOYSA-N	114.18876	C6H14N2		
Schrodinger cationic salt	# Dicyclohexylamine	C1C(NC2CCCCC2)CCCC1	C1CCC(CC1)NC2CCCCC2	C1CCC(CC1)NC2CCCCC2	C1CCC(CC1)NC2CCCCC2	InChI=1S/C12H23N/c1-3-7-11(8-4-1)13-12-9-5-2-6-10-12/h11-13H,1-10H2	XBPCUCUWBYBCDP-UHFFFAOYSA-N	181.31772	C12H23N		
Schrodinger cationic salt	# Ethylenediamine	NCCN	NCCN	NCCN	NCCN	InChI=1S/C2H8N2/c3-1-2-4/h1-4H2	PIICEJLVQHRZGT-UHFFFAOYSA-N	60.09832	C2H8N2		
Schrodinger cationic salt	# Elements	[Li+]	[Li+]	[Li+]	[Li+]	InChI=1S/Li/q+1	HBBGRARXTFLTSG-UHFFFAOYSA-N	6.941	Li		
Schrodinger cationic salt	# Elements	[LiH+]	[LiH+]	[LiH+]	[LiH+]	InChI=1S/Li.H/q+1;	HSOYNNFNUCWPIZ-UHFFFAOYSA-N	7.94894	HLi		
Schrodinger cationic salt	# Elements	[Na+]	[Na+]	[Na+]	[Na+]	InChI=1S/Na/q+1	FKNQFGJONOIPTF-UHFFFAOYSA-N	22.98977	Na		
Schrodinger cationic salt	# Elements	[NaH+]	[NaH+]	[NaH+]	[NaH+]	InChI=1S/Na.H/q+1;	FYDBACYJBJQTSN-UHFFFAOYSA-N	23.99771	HNa		
Schrodinger cationic salt	# Elements	[Mg+2]	[Mg+2]	[Mg+2]	[Mg+2]	InChI=1S/Mg/q+2	JLVVSXFLKOJNIY-UHFFFAOYSA-N	24.305	Mg		
Schrodinger cationic salt	# Elements	[MgH+2]	[MgH+2]	[MgH+2]	[MgH+2]	InChI=1S/Mg.H/q+2;	CCADBKZVEKTCCF-UHFFFAOYSA-N	25.31294	HMg		
Schrodinger cationic salt	# Elements	[MgH2+2]	[MgH2+2]	[MgH2+2]	[MgH2+2]	InChI=1S/Mg.2H/q+2;;	GJRKABXUNIQIEF-UHFFFAOYSA-N	26.32088	H2Mg		
Schrodinger cationic salt	# Elements	[Al+3]	[Al+3]	[Al+3]	[Al+3]	InChI=1S/Al/q+3	REDXJYDRNCIFBQ-UHFFFAOYSA-N	26.98153	Al		
Schrodinger cationic salt	# Elements	[Al+3]	[Al+3]	[Al+3]	[Al+3]	InChI=1S/Al/q+3	REDXJYDRNCIFBQ-UHFFFAOYSA-N	26.98153	Al		
Schrodinger cationic salt	# Elements	[Al+3]	[Al+3]	[Al+3]	[Al+3]	InChI=1S/Al/q+3	REDXJYDRNCIFBQ-UHFFFAOYSA-N	26.98153	Al		
Schrodinger cationic salt	# Elements	[SiH6+2]	[SiH6+2]	[SiH6+2]	[SiH6+2]	InChI=1S/H6Si/h1H6/q+2	ASJUNCQGULZEIJ-UHFFFAOYSA-N	34.13313	H6Si		
Schrodinger cationic salt	# Elements	[K+]	[K+]	[K+]	[K+]	InChI=1S/K/q+1	NPYPAHLBTDXSSS-UHFFFAOYSA-N	39.0983	K		
Schrodinger cationic salt	# Elements	[KH+]	[KH+]	[KH+]	[KH+]	InChI=1S/K.H/q+1;	IVAWLQKTSHESMG-UHFFFAOYSA-N	40.10624	HK		
Schrodinger cationic salt	# Elements	[KH2+]	[KH2+]	[KH2+]	[KH2+]	InChI=1S/K.2H/q+1;;	VKLWBHSZYHUCOE-UHFFFAOYSA-N	41.11418	H2K		
Schrodinger cationic salt	# Elements	[Ca+2]	[Ca+2]	[Ca+2]	[Ca+2]	InChI=1S/Ca/q+2	BHPQYMZQTOCNFJ-UHFFFAOYSA-N	40.078	Ca		
Schrodinger cationic salt	# Elements	[CaH+2]	[CaH+2]	[CaH+2]	[CaH+2]	InChI=1S/Ca.H/q+2;	WVBAPQLPBDGDAL-UHFFFAOYSA-N	41.08594	CaH		
Schrodinger cationic salt	# Elements	[CaH2+2]	[CaH2+2]	[CaH2+2]	[CaH2+2]	InChI=1S/Ca.2H/q+2;;	QCECNJSHHKNJIS-UHFFFAOYSA-N	42.09388	CaH2		
Schrodinger cationic salt	# Elements	[Sc+3]	[Sc+3]	[Sc+3]	[Sc+3]	InChI=1S/Sc/q+3	CFPVQGQJRGIWSP-UHFFFAOYSA-N	44.95591	Sc		
Schrodinger cationic salt	# Elements	[Sc+3]	[Sc+3]	[Sc+3]	[Sc+3]	InChI=1S/Sc/q+3	CFPVQGQJRGIWSP-UHFFFAOYSA-N	44.95591	Sc		
Schrodinger cationic salt	# Elements	[Ti+3]	[Ti+3]	[Ti+3]	[Ti+3]	InChI=1S/Ti/q+3	CMWCOKOTCLFJOP-UHFFFAOYSA-N	47.867	Ti		
Schrodinger cationic salt	# Elements	[Ti+3]	[Ti+3]	[Ti+3]	[Ti+3]	InChI=1S/Ti/q+3	CMWCOKOTCLFJOP-UHFFFAOYSA-N	47.867	Ti		
Schrodinger cationic salt	# Elements	[V+5]	[V+5]	[V+5]	[V+5]	InChI=1S/V/q+5	DIMMBYOINZRKMD-UHFFFAOYSA-N	50.9415	V		
Schrodinger cationic salt	# Elements	[Cr+6]	[Cr+6]	[Cr+6]	[Cr+6]	InChI=1S/Cr/q+6	JOPOVCBBYLSVDA-UHFFFAOYSA-N	51.9961	Cr		
Schrodinger cationic salt	# Elements	[Cr+6]	[Cr+6]	[Cr+6]	[Cr+6]	InChI=1S/Cr/q+6	JOPOVCBBYLSVDA-UHFFFAOYSA-N	51.9961	Cr		
Schrodinger cationic salt	# Elements	[Mn+7]	[Mn+7]	[Mn+7]	[Mn+7]	InChI=1S/Mn/q+7	AXXAXKOFRPFPIJ-UHFFFAOYSA-N	54.93804	Mn		
Schrodinger cationic salt	# Elements	[Mn+7]	[Mn+7]	[Mn+7]	[Mn+7]	InChI=1S/Mn/q+7	AXXAXKOFRPFPIJ-UHFFFAOYSA-N	54.93804	Mn		
Schrodinger cationic salt	# Elements	[Fe+2]	[Fe+2]	[Fe+2]	[Fe+2]	InChI=1S/Fe/q+2	CWYNVVGOOAEACU-UHFFFAOYSA-N	55.845	Fe		
Schrodinger cationic salt	# Elements	[Fe+2]	[Fe+2]	[Fe+2]	[Fe+2]	InChI=1S/Fe/q+2	CWYNVVGOOAEACU-UHFFFAOYSA-N	55.845	Fe		
Schrodinger cationic salt	# Elements	[Fe+2]	[Fe+2]	[Fe+2]	[Fe+2]	InChI=1S/Fe/q+2	CWYNVVGOOAEACU-UHFFFAOYSA-N	55.845	Fe		
Schrodinger cationic salt	# Elements	[Fe+2]	[Fe+2]	[Fe+2]	[Fe+2]	InChI=1S/Fe/q+2	CWYNVVGOOAEACU-UHFFFAOYSA-N	55.845	Fe		
Schrodinger cationic salt	# Elements	[Co+2]	[Co+2]	[Co+2]	[Co+2]	InChI=1S/Co/q+2	XLJKHNWPARRRJB-UHFFFAOYSA-N	58.9332	Co		
Schrodinger cationic salt	# Elements	[Co+2]	[Co+2]	[Co+2]	[Co+2]	InChI=1S/Co/q+2	XLJKHNWPARRRJB-UHFFFAOYSA-N	58.9332	Co		
Schrodinger cationic salt	# Elements	[Co+2]	[Co+2]	[Co+2]	[Co+2]	InChI=1S/Co/q+2	XLJKHNWPARRRJB-UHFFFAOYSA-N	58.9332	Co		
Schrodinger cationic salt	# Elements	[Ni+2]	[Ni+2]	[Ni+2]	[Ni+2]	InChI=1S/Ni/q+2	VEQPNABPJHWNSG-UHFFFAOYSA-N	58.6934	Ni		
Schrodinger cationic salt	# Elements	[Ni+2]	[Ni+2]	[Ni+2]	[Ni+2]	InChI=1S/Ni/q+2	VEQPNABPJHWNSG-UHFFFAOYSA-N	58.6934	Ni		
Schrodinger cationic salt	# Elements	[Cu+2]	[Cu+2]	[Cu+2]	[Cu+2]	InChI=1S/Cu/q+2	JPVYNHNXODAKFH-UHFFFAOYSA-N	63.546	Cu		
Schrodinger cationic salt	# Elements	[Cu+2]	[Cu+2]	[Cu+2]	[Cu+2]	InChI=1S/Cu/q+2	JPVYNHNXODAKFH-UHFFFAOYSA-N	63.546	Cu		
Schrodinger cationic salt	# Elements	[Cu+2]	[Cu+2]	[Cu+2]	[Cu+2]	InChI=1S/Cu/q+2	JPVYNHNXODAKFH-UHFFFAOYSA-N	63.546	Cu		
Schrodinger cationic salt	# Elements	[Zn+2]	[Zn+2]	[Zn+2]	[Zn+2]	InChI=1S/Zn/q+2	PTFCDOFLOPIGGS-UHFFFAOYSA-N	65.409	Zn		
Schrodinger cationic salt	# Elements	[ZnH2+2]	[ZnH2+2]	[ZnH2+2]	[ZnH2+2]	InChI=1S/Zn.2H/q+2;;	HEIUYITXQVSVEL-UHFFFAOYSA-N	67.42488	H2Zn		
Schrodinger cationic salt	# Elements	[Ga+3]	[Ga+3]	[Ga+3]	[Ga+3]	InChI=1S/Ga/q+3	CKHJYUSOUQDYEN-UHFFFAOYSA-N	69.723	Ga		
Schrodinger cationic salt	# Elements	[Ga+3]	[Ga+3]	[Ga+3]	[Ga+3]	InChI=1S/Ga/q+3	CKHJYUSOUQDYEN-UHFFFAOYSA-N	69.723	Ga		
Schrodinger cationic salt	# Elements	[AsH6+3]	[AsH6+3]	[AsH6+3]	[AsH6+3]	InChI=1S/AsH6/h1H6/q+3	NLZFMWRKNOTNGI-UHFFFAOYSA-N	80.96924	AsH6		
Schrodinger cationic salt	# Elements	[Rb+]	[Rb+]	[Rb+]	[Rb+]	InChI=1S/Rb/q+1	NCCSSGKUIKYAJD-UHFFFAOYSA-N	85.4678	Rb		
Schrodinger cationic salt	# Elements	[Rb+]	[Rb+]	[Rb+]	[Rb+]	InChI=1S/Rb/q+1	NCCSSGKUIKYAJD-UHFFFAOYSA-N	85.4678	Rb		
Schrodinger cationic salt	# Elements	[Sr+2]	[Sr+2]	[Sr+2]	[Sr+2]	InChI=1S/Sr/q+2	PWYYWQHXAPXYMF-UHFFFAOYSA-N	87.62	Sr		
Schrodinger cationic salt	# Elements	[Y+3]	[Y+3]	[Y+3]	[Y+3]	InChI=1S/Y/q+3	GRTBAGCGDOYUBE-UHFFFAOYSA-N	88.90585	Y		
Schrodinger cationic salt	# Elements	[Y+3]	[Y+3]	[Y+3]	[Y+3]	InChI=1S/Y/q+3	GRTBAGCGDOYUBE-UHFFFAOYSA-N	88.90585	Y		
Schrodinger cationic salt	# Elements	[Zr+4]	[Zr+4]	[Zr+4]	[Zr+4]	InChI=1S/Zr/q+4	GBNDTYKAOXLLID-UHFFFAOYSA-N	91.224	Zr		
Schrodinger cationic salt	# Elements	[Zr+4]	[Zr+4]	[Zr+4]	[Zr+4]	InChI=1S/Zr/q+4	GBNDTYKAOXLLID-UHFFFAOYSA-N	91.224	Zr		
Schrodinger cationic salt	# Elements	[Mo+2]	[Mo+2]	[Mo+2]	[Mo+2]	InChI=1S/Mo/q+2	MMVYPOCJESWGTC-UHFFFAOYSA-N	95.94	Mo		
Schrodinger cationic salt	# Elements	[RuH+2]	[RuH+2]	[RuH+2]	[RuH+2]	InChI=1S/Ru.H/q+2;	NMMHSVBTBWZSFD-UHFFFAOYSA-N	102.07794	HRu		
Schrodinger cationic salt	# Elements	[RuH2+2]	[RuH2+2]	[RuH2+2]	[RuH2+2]	InChI=1S/Ru.2H/q+2;;	KWEMJAKHATYKNX-UHFFFAOYSA-N	103.08587	H2Ru		
Schrodinger cationic salt	# Elements	[Ru+2]	[Ru+2]	[Ru+2]	[Ru+2]	InChI=1S/Ru/q+2	YAYGSLOSTXKUBW-UHFFFAOYSA-N	101.07	Ru		
Schrodinger cationic salt	# Elements	[Ru+2]	[Ru+2]	[Ru+2]	[Ru+2]	InChI=1S/Ru/q+2	YAYGSLOSTXKUBW-UHFFFAOYSA-N	101.07	Ru		
Schrodinger cationic salt	# Elements	[Rh+2]	[Rh+2]	[Rh+2]	[Rh+2]	InChI=1S/Rh/q+2	YNWSXIWHOSSPCO-UHFFFAOYSA-N	102.9055	Rh		
Schrodinger cationic salt	# Elements	[Rh+2]	[Rh+2]	[Rh+2]	[Rh+2]	InChI=1S/Rh/q+2	YNWSXIWHOSSPCO-UHFFFAOYSA-N	102.9055	Rh		
Schrodinger cationic salt	# Elements	[RhH+2]	[RhH+2]	[RhH+2]	[RhH+2]	InChI=1S/Rh.H/q+2;	VRPOXTPJQZGFNR-UHFFFAOYSA-N	103.91344	HRh		
Schrodinger cationic salt	# Elements	[PdH4+2]	[PdH4+2]	[PdH4+2]	[PdH4+2]	InChI=1S/Pd.4H/q+2;;;;	QSWPDHQZIGQKNA-UHFFFAOYSA-N	110.45176	H4Pd		
Schrodinger cationic salt	# Elements	[PdH2+2]	[PdH2+2]	[PdH2+2]	[PdH2+2]	InChI=1S/Pd.2H/q+2;;	XTDWOUKVHSKAKP-UHFFFAOYSA-N	108.43588	H2Pd		
Schrodinger cationic salt	# Elements	[Ag+]	[Ag+]	[Ag+]	[Ag+]	InChI=1S/Ag/q+1	FOIXSVOLVBLSDH-UHFFFAOYSA-N	107.8682	Ag		
Schrodinger cationic salt	# Elements	[Ag+]	[Ag+]	[Ag+]	[Ag+]	InChI=1S/Ag/q+1	FOIXSVOLVBLSDH-UHFFFAOYSA-N	107.8682	Ag		
Schrodinger cationic salt	# Elements	[Ag+]	[Ag+]	[Ag+]	[Ag+]	InChI=1S/Ag/q+1	FOIXSVOLVBLSDH-UHFFFAOYSA-N	107.8682	Ag		
Schrodinger cationic salt	# Elements	[Cd+2]	[Cd+2]	[Cd+2]	[Cd+2]	InChI=1S/Cd/q+2	WLZRMCYVCSSEQC-UHFFFAOYSA-N	112.411	Cd		
Schrodinger cationic salt	# Elements	[CdH2+2]	[CdH2+2]	[CdH2+2]	[CdH2+2]	InChI=1S/Cd.2H/q+2;;	RZNQCBXXBHATPR-UHFFFAOYSA-N	114.42688	CdH2		
Schrodinger cationic salt	# Elements	[In+3]	[In+3]	[In+3]	[In+3]	InChI=1S/In/q+3	RJMMFJHMVBOLGY-UHFFFAOYSA-N	114.818	In		
Schrodinger cationic salt	# Elements	[In+3]	[In+3]	[In+3]	[In+3]	InChI=1S/In/q+3	RJMMFJHMVBOLGY-UHFFFAOYSA-N	114.818	In		
Schrodinger cationic salt	# Elements	[SnH4+2]	[SnH4+2]	[SnH4+2]	[SnH4+2]	InChI=1S/Sn.4H/q+2;;;;	RLFBAOCFCOMTMT-UHFFFAOYSA-N	122.74176	H4Sn		
Schrodinger cationic salt	# Elements	[SnH2+2]	[SnH2+2]	[SnH2+2]	[SnH2+2]	InChI=1S/Sn.2H/q+2;;	BMPVWRGUWVXFJZ-UHFFFAOYSA-N	120.72587	H2Sn		
Schrodinger cationic salt	# Elements	[Sb+3]	[Sb+3]	[Sb+3]	[Sb+3]	InChI=1S/Sb/q+3	FAWGZAFXDJGWBB-UHFFFAOYSA-N	121.76	Sb		
Schrodinger cationic salt	# Elements	[Cs+]	[Cs+]	[Cs+]	[Cs+]	InChI=1S/Cs/q+1	NCMHKCKGHRPLCM-UHFFFAOYSA-N	132.90545	Cs		
Schrodinger cationic salt	# Elements	[Cs+]	[Cs+]	[Cs+]	[Cs+]	InChI=1S/Cs/q+1	NCMHKCKGHRPLCM-UHFFFAOYSA-N	132.90545	Cs		
Schrodinger cationic salt	# Elements	[Ba+2]	[Ba+2]	[Ba+2]	[Ba+2]	InChI=1S/Ba/q+2	XDFCIPNJCBUZJN-UHFFFAOYSA-N	137.327	Ba		
Schrodinger cationic salt	# Elements	[Ba+2]	[Ba+2]	[Ba+2]	[Ba+2]	InChI=1S/Ba/q+2	XDFCIPNJCBUZJN-UHFFFAOYSA-N	137.327	Ba		
Schrodinger cationic salt	# Elements	[La+3]	[La+3]	[La+3]	[La+3]	InChI=1S/La/q+3	CZMAIROVPAYCMU-UHFFFAOYSA-N	138.90549	La		
Schrodinger cationic salt	# Elements	[La+3]	[La+3]	[La+3]	[La+3]	InChI=1S/La/q+3	CZMAIROVPAYCMU-UHFFFAOYSA-N	138.90549	La		
Schrodinger cationic salt	# Elements	[Ce+3]	[Ce+3]	[Ce+3]	[Ce+3]	InChI=1S/Ce/q+3	XQTIWNLDFPPCIU-UHFFFAOYSA-N	140.116	Ce		
Schrodinger cationic salt	# Elements	[Ce+3]	[Ce+3]	[Ce+3]	[Ce+3]	InChI=1S/Ce/q+3	XQTIWNLDFPPCIU-UHFFFAOYSA-N	140.116	Ce		
Schrodinger cationic salt	# Elements	[Pr+3]	[Pr+3]	[Pr+3]	[Pr+3]	InChI=1S/Pr/q+3	WCWKKSOQLQEJTE-UHFFFAOYSA-N	140.90764	Pr		
